Transaction_ID,Order_ID,Order_Date,Customer_ID,Customer_Name,Age,Gender,City,Product,Category,Quantity,Unit_Price,Total_Sales,Order_Month,Order_Year,Order_Month_Name
TXN0040,ORD100041,2025-04-21,CUST7988,Customer_383,39.0,Female,Mumbai,Shoes,Fashion,1,3992.85,3992.85,4,2025,April
TXN0041,ORD100042,2025-05-31,CUST9953,Customer_484,50.0,Female,Hyderabad,Mobile,Electronics,5,44365.94,221829.7,5,2025,May
TXN0042,ORD100043,2025-04-20,CUST6938,Customer_344,43.0,Female,Kolkata,Mobile,Electronics,4,29915.72,119662.88,4,2025,April
TXN0043,ORD100044,2025-09-22,CUST3006,Customer_256,58.0,Male,Patna,Chair,Furniture,6,16521.44,99128.64,9,2025,September
TXN0044,ORD100045,2025-07-04,CUST5151,Customer_409,55.0,Female,Bengaluru,Rice,Grocery,6,14399.11,86394.66,7,2025,July
TXN0045,ORD100046,2025-04-26,CUST5903,Customer_396,27.0,Female,Hyderabad,Shoes,Fashion,9,1491.63,13424.67,4,2025,April
TXN0046,ORD100047,2025-05-11,CUST4943,Customer_198,34.0,Male,Mumbai,Rice,Grocery,2,6210.24,12420.48,5,2025,May
TXN0047,ORD100048,2025-09-02,CUST4750,Customer_78,42.0,Female,Delhi,Mobile,Electronics,2,47649.61,95299.22,9,2025,September
TXN0048,ORD100049,2025-10-25,CUST2705,Customer_117,55.0,Male,Kolkata,Mobile,Electronics,5,24854.05,124270.25,10,2025,October
TXN0049,ORD100050,2025-10-03,CUST5523,Customer_432,41.0,Male,Pune,Chair,Furniture,9,30834.87,277513.83,10,2025,October
TXN0050,ORD100051,2025-02-27,CUST1557,Customer_87,39.0,Female,Mumbai,Chair,Furniture,6,20561.97,123371.82,2,2025,February
TXN0051,ORD100052,2025-09-09,CUST2062,Customer_254,58.0,Male,Patna,Book,Education,10,49367.75,493677.5,9,2025,September
TXN0052,ORD100053,2025-06-08,CUST9203,Customer_70,33.0,Male,Delhi,Laptop,Electronics,6,4656.1,27936.6,6,2025,June
TXN0053,ORD100054,2025-07-07,CUST8053,Customer_408,58.0,Male,Delhi,Rice,Grocery,7,42345.82,296420.74,7,2025,July
TXN0054,ORD100055,2025-04-16,CUST1017,Customer_387,42.0,Female,Pune,Shoes,Fashion,7,37747.24,264230.68,4,2025,April
TXN0055,ORD100056,2025-11-16,CUST2690,Customer_11,26.0,Male,Delhi,Book,Education,2,33304.17,66608.34,11,2025,November
TXN0056,ORD100057,2025-12-07,CUST2791,Customer_20,58.0,Female,Bengaluru,Laptop,Electronics,6,41157.44,246944.64,12,2025,December
TXN0057,ORD100058,2025-03-12,CUST4496,Customer_53,18.0,Female,Bengaluru,Chair,Furniture,7,47669.63,333687.41,3,2025,March
TXN0058,ORD100059,2025-12-12,CUST8811,Customer_115,50.0,Female,Bengaluru,Chair,Furniture,1,44708.5,44708.5,12,2025,December
TXN0059,ORD100060,2025-01-15,CUST2411,Customer_292,47.0,Female,Mumbai,Mobile,Electronics,5,36809.08,184045.4,1,2025,January
TXN0060,ORD100061,2025-11-08,CUST2350,Customer_205,46.0,Male,Pune,Mobile,Electronics,4,25292.97,101171.88,11,2025,November
TXN0061,ORD100062,2025-07-06,CUST9745,Customer_48,27.0,Male,Mumbai,Shoes,Fashion,1,29263.26,29263.26,7,2025,July
TXN0062,ORD100063,2025-07-15,CUST6236,Customer_312,43.0,Female,Kolkata,Laptop,Electronics,3,5679.91,17039.73,7,2025,July
TXN0063,ORD100064,2025-09-26,CUST1887,Customer_209,21.0,Male,Hyderabad,Chair,Furniture,6,46235.96,277415.76,9,2025,September
TXN0064,ORD100065,2025-05-16,CUST5386,Customer_125,47.0,Male,Gaya,Rice,Grocery,9,27164.06,244476.54,5,2025,May
TXN0065,ORD100066,2025-07-25,CUST8065,Customer_92,53.0,Male,Kolkata,Mobile,Electronics,10,8905.49,89054.9,7,2025,July
TXN0066,ORD100067,2025-01-30,CUST8841,Customer_407,36.0,Female,Patna,Book,Education,10,17406.52,174065.2,1,2025,January
TXN0067,ORD100068,2025-02-25,CUST5871,Customer_335,39.0,Female,Delhi,Chair,Furniture,5,27366.58,136832.9,2,2025,February
TXN0068,ORD100069,2025-06-24,CUST9869,Customer_394,40.0,Female,Hyderabad,Book,Education,5,41282.63,206413.15,6,2025,June
TXN0069,ORD100070,2025-08-15,CUST9017,Customer_51,26.0,Female,Delhi,Book,Education,8,13645.41,109163.28,8,2025,August
TXN0070,ORD100071,2025-10-21,CUST1808,Customer_150,56.0,Male,Patna,Chair,Furniture,8,27337.64,218701.12,10,2025,October
TXN0071,ORD100072,2025-08-25,CUST2565,Customer_360,52.0,Female,Hyderabad,Shoes,Fashion,5,29219.72,146098.6,8,2025,August
TXN0072,ORD100073,2025-06-19,CUST4958,Customer_160,45.0,Male,Gaya,Rice,Grocery,3,8572.65,25717.95,6,2025,June
TXN0073,ORD100074,2025-12-04,CUST7587,Customer_223,27.0,Male,Pune,Laptop,Electronics,9,45419.62,408776.58,12,2025,December
TXN0074,ORD100075,2025-03-30,CUST2157,Customer_31,58.0,Male,Unknown,Mobile,Electronics,4,21599.26,86397.04,3,2025,March
TXN0075,ORD100076,2025-12-30,CUST8430,Customer_277,45.0,Male,Gaya,Laptop,Electronics,2,8883.45,17766.9,12,2025,December
TXN0076,ORD100077,2025-12-27,CUST1956,Customer_317,22.0,Female,Bengaluru,Shoes,Fashion,9,12290.45,110614.05,12,2025,December
TXN0077,ORD100078,2025-04-14,CUST9846,Customer_298,58.0,Female,Patna,Book,Education,6,10784.64,64707.84,4,2025,April
TXN0078,ORD100079,2026-01-01,CUST4706,Customer_34,62.0,Female,Delhi,Rice,Grocery,1,35862.34,35862.34,1,2026,January
TXN0079,ORD100080,2025-08-21,CUST5607,Customer_265,61.0,Female,Gaya,Rice,Grocery,1,13129.64,13129.64,8,2025,August
TXN0080,ORD100081,2025-03-05,CUST8211,Customer_62,19.0,Female,Gaya,Chair,Furniture,9,45747.37,411726.33,3,2025,March
TXN0081,ORD100082,2025-09-01,CUST5367,Customer_499,25.0,Female,Hyderabad,Book,Education,6,5849.89,35099.34,9,2025,September
TXN0082,ORD100083,2025-01-06,CUST8346,Customer_384,30.0,Male,Hyderabad,Laptop,Electronics,9,48845.5,439609.5,1,2025,January
TXN0083,ORD100084,2025-10-24,CUST7484,Customer_478,36.0,Male,Gaya,Book,Education,9,24828.05,223452.45,10,2025,October
TXN0084,ORD100085,2025-03-07,CUST7911,Customer_7,59.0,Male,Delhi,Mobile,Electronics,8,17841.4,142731.2,3,2025,March
TXN0085,ORD100086,2025-08-24,CUST4229,Customer_234,51.0,Male,Hyderabad,Book,Education,10,13662.66,136626.6,8,2025,August
TXN0086,ORD100087,2025-03-17,CUST2290,Customer_195,56.0,Male,Mumbai,Book,Education,4,12169.49,48677.96,3,2025,March
TXN0087,ORD100088,2025-12-17,CUST1246,Customer_165,59.0,Female,Kolkata,Mobile,Electronics,6,349.06,2094.36,12,2025,December
TXN0088,ORD100089,2025-04-16,CUST3689,Customer_179,44.0,Female,Delhi,Laptop,Electronics,8,20498.74,163989.92,4,2025,April
TXN0089,ORD100090,2025-10-29,CUST7476,Customer_45,21.0,Female,Hyderabad,Book,Education,9,13111.39,118002.51,10,2025,October
TXN0090,ORD100091,2025-12-15,CUST7037,Customer_45,34.0,Male,Mumbai,Rice,Grocery,9,45000.49,405004.41,12,2025,December
TXN0091,ORD100092,2025-12-24,CUST8578,Customer_154,48.0,Male,Kolkata,Laptop,Electronics,2,3455.06,6910.12,12,2025,December
TXN0092,ORD100093,2025-04-28,CUST6618,Customer_311,19.0,Male,Pune,Shoes,Fashion,8,28874.64,230997.12,4,2025,April
TXN0093,ORD100094,2025-11-07,CUST4650,Customer_370,32.0,Male,Delhi,Shoes,Fashion,3,47917.49,143752.47,11,2025,November
TXN0094,ORD100095,2025-02-19,CUST5091,Customer_375,47.0,Male,Bengaluru,Rice,Grocery,10,21399.51,213995.1,2,2025,February
TXN0095,ORD100096,2025-05-31,CUST2190,Customer_318,38.0,Male,Hyderabad,Rice,Grocery,5,15127.88,75639.4,5,2025,May
TXN0096,ORD100097,2025-11-12,CUST7277,Customer_320,62.0,Female,Mumbai,Shoes,Fashion,7,41677.34,291741.38,11,2025,November
TXN0097,ORD100098,2025-01-22,CUST8623,Customer_84,32.0,Male,Hyderabad,Mobile,Electronics,10,40745.55,407455.5,1,2025,January
TXN0098,ORD100099,2025-02-13,CUST5232,Customer_395,54.0,Male,Gaya,Mobile,Electronics,2,31217.12,62434.24,2,2025,February
TXN0099,ORD100100,2025-11-02,CUST7462,Customer_379,41.0,Male,Patna,Laptop,Electronics,5,553.62,2768.1,11,2025,November
TXN0100,ORD100101,2025-10-05,CUST7588,Customer_67,47.0,Male,Pune,Rice,Grocery,4,6974.66,27898.64,10,2025,October
TXN0101,ORD100102,2025-12-19,CUST5005,Customer_176,20.0,Female,Kolkata,Book,Education,9,19437.88,174940.92,12,2025,December
TXN0102,ORD100103,2025-01-14,CUST3210,Customer_15,43.0,Female,Mumbai,Laptop,Electronics,9,13617.93,122561.37,1,2025,January
TXN0103,ORD100104,2025-12-12,CUST5926,Customer_308,54.0,Male,Gaya,Chair,Furniture,8,38897.58,311180.64,12,2025,December
TXN0104,ORD100105,2025-11-23,CUST3809,Customer_394,44.0,Female,Gaya,Book,Education,6,8547.07,51282.42,11,2025,November
TXN0105,ORD100106,2025-10-26,CUST2079,Customer_35,44.0,Male,Mumbai,Chair,Furniture,7,46263.01,323841.07,10,2025,October
TXN0106,ORD100107,2025-08-09,CUST4881,Customer_389,32.0,Male,Patna,Book,Education,2,2814.55,5629.1,8,2025,August
TXN0107,ORD100108,2025-03-20,CUST6707,Customer_420,33.0,Male,Pune,Mobile,Electronics,8,41112.05,328896.4,3,2025,March
TXN0108,ORD100109,2025-09-18,CUST2796,Customer_471,29.0,Male,Patna,Book,Education,4,36826.88,147307.52,9,2025,September
TXN0109,ORD100110,2025-10-15,CUST5524,Customer_154,44.0,Male,Hyderabad,Chair,Furniture,3,42806.52,128419.56,10,2025,October
TXN0110,ORD100111,2025-09-04,CUST9882,Customer_103,28.0,Female,Kolkata,Laptop,Electronics,6,5533.0,33198.0,9,2025,September
TXN0111,ORD100112,2025-03-01,CUST3001,Customer_341,32.0,Male,Gaya,Laptop,Electronics,3,2638.97,7916.91,3,2025,March
TXN0112,ORD100113,2025-01-17,CUST5433,Customer_355,49.0,Male,Delhi,Book,Education,4,25002.72,100010.88,1,2025,January
TXN0113,ORD100114,2025-07-11,CUST3794,Customer_315,35.0,Female,Hyderabad,Book,Education,10,10391.75,103917.5,7,2025,July
TXN0114,ORD100115,2025-09-09,CUST2345,Customer_302,48.0,Male,Bengaluru,Book,Education,10,22437.16,224371.6,9,2025,September
TXN0115,ORD100116,2025-02-13,CUST8316,Customer_121,63.0,Female,Hyderabad,Laptop,Electronics,9,41053.56,369482.04,2,2025,February
TXN0116,ORD100117,2025-03-27,CUST9354,Customer_241,46.0,Female,Patna,Rice,Grocery,2,21391.19,42782.38,3,2025,March
TXN0117,ORD100118,2025-09-18,CUST2871,Customer_8,33.0,Female,Delhi,Chair,Furniture,4,36875.19,147500.76,9,2025,September
TXN0118,ORD100119,2025-04-10,CUST7341,Customer_457,49.0,Female,Hyderabad,Mobile,Electronics,4,41640.74,166562.96,4,2025,April
TXN0119,ORD100050,2025-01-22,CUST3194,Customer_114,34.0,Male,Kolkata,Book,Education,2,25795.55,51591.1,1,2025,January
TXN0120,ORD100121,2025-05-19,CUST9563,Customer_166,24.0,Male,Gaya,Book,Education,8,4391.72,35133.76,5,2025,May
TXN0121,ORD100122,2025-12-22,CUST2286,Customer_298,39.0,Female,Patna,Laptop,Electronics,2,18152.14,36304.28,12,2025,December
TXN0122,ORD100123,2025-11-20,CUST2423,Customer_376,23.0,Male,Hyderabad,Mobile,Electronics,7,16254.12,113778.84,11,2025,November
TXN0123,ORD100124,2025-07-08,CUST2378,Customer_95,53.0,Male,Hyderabad,Shoes,Fashion,5,3805.27,19026.35,7,2025,July
TXN0124,ORD100125,2025-01-14,CUST6995,Customer_374,33.0,Male,Hyderabad,Book,Education,7,46489.41,325425.87,1,2025,January
TXN0125,ORD100126,2025-06-13,CUST3677,Customer_459,34.0,Female,Patna,Shoes,Fashion,1,17041.21,17041.21,6,2025,June
TXN0126,ORD100127,2025-01-14,CUST6627,Customer_353,57.0,Male,Patna,Rice,Grocery,6,41494.43,248966.58,1,2025,January
TXN0127,ORD100128,2025-12-04,CUST6238,Customer_258,55.0,Male,Gaya,Rice,Grocery,10,25930.1,259301.0,12,2025,December
TXN0128,ORD100129,2025-03-04,CUST8352,Customer_400,44.0,Male,Gaya,Laptop,Electronics,8,26281.83,210254.64,3,2025,March
TXN0129,ORD100130,2025-03-09,CUST2870,Customer_495,33.0,Male,Patna,Mobile,Electronics,8,21833.32,174666.56,3,2025,March
TXN0130,ORD100131,2025-11-29,CUST4751,Customer_260,20.0,Male,Patna,Rice,Grocery,6,40577.1,243462.6,11,2025,November
TXN0131,ORD100132,2025-01-17,CUST7031,Customer_224,37.0,Female,Gaya,Shoes,Fashion,5,39039.96,195199.8,1,2025,January
TXN0132,ORD100133,2025-03-25,CUST8366,Customer_355,65.0,Female,Bengaluru,Book,Education,10,29902.97,299029.7,3,2025,March
TXN0133,ORD100134,2025-02-10,CUST2863,Customer_375,34.0,Female,Patna,Mobile,Electronics,7,18967.46,132772.22,2,2025,February
TXN0134,ORD100135,2025-03-10,CUST8298,Customer_489,45.0,Female,Delhi,Mobile,Electronics,10,42943.17,429431.7,3,2025,March
TXN0135,ORD100136,2025-03-21,CUST9577,Customer_302,46.0,Male,Mumbai,Laptop,Electronics,6,24216.91,145301.46,3,2025,March
TXN0136,ORD100137,2025-05-30,CUST3054,Customer_96,28.0,Female,Mumbai,Chair,Furniture,9,7093.9,63845.1,5,2025,May
TXN0137,ORD100138,2025-11-27,CUST6791,Customer_430,22.0,Female,Pune,Chair,Furniture,5,29748.17,148740.85,11,2025,November
TXN0138,ORD100139,2025-09-18,CUST7062,Customer_92,52.0,Male,Bengaluru,Laptop,Electronics,8,22563.72,180509.76,9,2025,September
TXN0139,ORD100140,2025-04-04,CUST6625,Customer_121,18.0,Male,Hyderabad,Mobile,Electronics,7,17321.68,121251.76,4,2025,April
TXN0140,ORD100141,2025-01-25,CUST4824,Customer_98,24.0,Male,Gaya,Laptop,Electronics,9,25138.42,226245.78,1,2025,January
TXN0141,ORD100142,2025-07-31,CUST1339,Customer_107,54.0,Male,Kolkata,Book,Education,6,33887.35,203324.1,7,2025,July
TXN0142,ORD100143,2025-03-05,CUST1113,Customer_104,33.0,Female,Gaya,Shoes,Fashion,6,30177.21,181063.26,3,2025,March
TXN0143,ORD100144,2025-06-30,CUST4034,Customer_271,32.0,Female,Kolkata,Mobile,Electronics,3,28572.4,85717.2,6,2025,June
TXN0144,ORD100145,2025-12-06,CUST6997,Customer_244,28.0,Male,Gaya,Mobile,Electronics,4,6898.4,27593.6,12,2025,December
TXN0145,ORD100146,2025-03-12,CUST2480,Customer_491,59.0,Female,Gaya,Shoes,Fashion,1,20740.93,20740.93,3,2025,March
TXN0146,ORD100147,2025-06-08,CUST9450,Customer_230,18.0,Male,Bengaluru,Laptop,Electronics,3,37576.35,112729.05,6,2025,June
TXN0147,ORD100148,2025-07-07,CUST8408,Customer_249,51.0,Female,Delhi,Mobile,Electronics,6,20416.04,122496.24,7,2025,July
TXN0148,ORD100149,2025-09-17,CUST7178,Customer_478,64.0,Male,Bengaluru,Chair,Furniture,2,8092.78,16185.56,9,2025,September
TXN0149,ORD100150,2025-04-01,CUST4132,Customer_47,41.0,Female,Unknown,Chair,Furniture,4,1973.64,7894.56,4,2025,April
TXN0150,ORD100151,2025-09-13,CUST4829,Customer_202,19.0,Female,Mumbai,Shoes,Fashion,8,41749.55,333996.4,9,2025,September
TXN0151,ORD100152,2025-02-08,CUST5188,Customer_286,53.0,Male,Gaya,Laptop,Electronics,9,48833.27,439499.43,2,2025,February
TXN0152,ORD100153,2025-06-26,CUST1928,Customer_17,30.0,Female,Mumbai,Mobile,Electronics,7,48642.53,340497.71,6,2025,June
TXN0153,ORD100154,2025-10-26,CUST3887,Customer_371,56.0,Female,Mumbai,Laptop,Electronics,4,42299.16,169196.64,10,2025,October
TXN0154,ORD100155,2025-03-18,CUST5211,Customer_215,53.0,Female,Patna,Book,Education,5,38233.51,191167.55,3,2025,March
TXN0155,ORD100156,2025-07-22,CUST2236,Customer_173,64.0,Male,Pune,Mobile,Electronics,4,6502.53,26010.12,7,2025,July
TXN0156,ORD100157,2025-03-11,CUST5375,Customer_265,60.0,Male,Bengaluru,Book,Education,2,18293.96,36587.92,3,2025,March
TXN0157,ORD100158,2025-08-31,CUST4137,Customer_221,36.0,Male,Gaya,Mobile,Electronics,2,40810.01,81620.02,8,2025,August
TXN0158,ORD100159,2025-02-16,CUST5113,Customer_271,30.0,Female,Kolkata,Mobile,Electronics,7,28469.0,199283.0,2,2025,February
TXN0159,ORD100160,2025-09-20,CUST7263,Customer_120,55.0,Male,Hyderabad,Chair,Furniture,10,1085.13,10851.3,9,2025,September
TXN0160,ORD100161,2025-10-22,CUST2562,Customer_280,65.0,Male,Bengaluru,Rice,Grocery,3,145.78,437.34,10,2025,October
TXN0161,ORD100162,2025-06-03,CUST9297,Customer_488,27.0,Female,Kolkata,Mobile,Electronics,9,22636.01,203724.09,6,2025,June
TXN0162,ORD100163,2025-11-04,CUST2295,Customer_319,57.0,Male,Mumbai,Book,Education,6,39830.65,238983.9,11,2025,November
TXN0163,ORD100164,2025-01-07,CUST3839,Customer_274,61.0,Male,Bengaluru,Mobile,Electronics,10,41054.72,410547.2,1,2025,January
TXN0164,ORD100165,2026-01-01,CUST8010,Customer_187,41.0,Female,Hyderabad,Rice,Grocery,4,35300.11,141200.44,1,2026,January
TXN0165,ORD100166,2025-10-20,CUST9008,Customer_279,54.0,Female,Hyderabad,Book,Education,5,25053.25,125266.25,10,2025,October
TXN0166,ORD100167,2025-09-04,CUST3714,Customer_295,37.0,Female,Patna,Rice,Grocery,7,23674.97,165724.79,9,2025,September
TXN0167,ORD100168,2025-03-03,CUST5036,Customer_468,32.0,Male,Patna,Chair,Furniture,8,37436.26,299490.08,3,2025,March
TXN0168,ORD100169,2025-08-06,CUST1479,Customer_375,35.0,Female,Bengaluru,Chair,Furniture,10,31730.57,317305.7,8,2025,August
TXN0169,ORD100170,2025-04-04,CUST9875,Customer_6,49.0,Male,Bengaluru,Laptop,Electronics,4,30139.27,120557.08,4,2025,April
TXN0170,ORD100171,2025-01-20,CUST3522,Customer_67,24.0,Male,Bengaluru,Chair,Furniture,3,10289.67,30869.01,1,2025,January
TXN0171,ORD100172,2025-05-10,CUST4062,Customer_23,56.0,Female,Mumbai,Chair,Furniture,1,8906.18,8906.18,5,2025,May
TXN0172,ORD100173,2025-01-26,CUST4009,Customer_273,18.0,Male,Hyderabad,Rice,Grocery,2,21856.64,43713.28,1,2025,January
TXN0173,ORD100174,2025-04-08,CUST4685,Customer_22,35.0,Male,Gaya,Rice,Grocery,9,26781.39,241032.51,4,2025,April
TXN0174,ORD100175,2025-06-07,CUST3564,Customer_267,41.0,Male,Patna,Rice,Grocery,9,49390.42,444513.78,6,2025,June
TXN0175,ORD100176,2025-01-11,CUST8722,Customer_475,21.0,Male,Mumbai,Laptop,Electronics,9,21792.76,196134.84,1,2025,January
TXN0176,ORD100177,2025-06-04,CUST3602,Customer_295,54.0,Male,Pune,Mobile,Electronics,4,16850.46,67401.84,6,2025,June
TXN0177,ORD100178,2025-06-21,CUST9812,Customer_333,20.0,Female,Pune,Mobile,Electronics,2,14098.13,28196.26,6,2025,June
TXN0178,ORD100179,2025-07-01,CUST4747,Customer_193,44.0,Male,Gaya,Mobile,Electronics,3,34033.11,102099.33,7,2025,July
TXN0179,ORD100180,2025-03-05,CUST1766,Customer_319,27.0,Male,Kolkata,Laptop,Electronics,5,1423.81,7119.05,3,2025,March
TXN0180,ORD100181,2025-10-31,CUST3366,Customer_363,55.0,Male,Delhi,Rice,Grocery,8,29735.57,237884.56,10,2025,October
TXN0181,ORD100182,2025-01-26,CUST1215,Customer_19,35.0,Male,Gaya,Chair,Furniture,7,1481.0,10367.0,1,2025,January
TXN0182,ORD100183,2025-11-14,CUST3508,Customer_163,60.0,Female,Pune,Laptop,Electronics,8,23129.36,185034.88,11,2025,November
TXN0183,ORD100184,2025-10-24,CUST5988,Customer_266,43.0,Male,Kolkata,Chair,Furniture,2,44336.38,88672.76,10,2025,October
TXN0184,ORD100185,2025-01-15,CUST3662,Customer_223,34.0,Female,Hyderabad,Laptop,Electronics,5,2983.97,14919.85,1,2025,January
TXN0185,ORD100186,2025-03-08,CUST3397,Customer_101,44.0,Male,Gaya,Chair,Furniture,3,8820.55,26461.65,3,2025,March
TXN0186,ORD100187,2025-05-13,CUST4777,Customer_233,60.0,Female,Gaya,Laptop,Electronics,1,21001.73,21001.73,5,2025,May
TXN0187,ORD100188,2025-04-27,CUST9059,Customer_288,33.0,Male,Delhi,Laptop,Electronics,9,16767.5,150907.5,4,2025,April
TXN0188,ORD100189,2025-06-26,CUST5600,Customer_176,27.0,Male,Bengaluru,Rice,Grocery,3,47959.38,143878.14,6,2025,June
TXN0189,ORD100190,2025-09-08,CUST7574,Customer_66,43.0,Female,Delhi,Chair,Furniture,5,7642.84,38214.2,9,2025,September
TXN0190,ORD100191,2025-11-27,CUST1436,Customer_144,60.0,Female,Delhi,Laptop,Electronics,10,1959.05,19590.5,11,2025,November
TXN0191,ORD100192,2025-02-26,CUST3625,Customer_382,55.0,Female,Kolkata,Mobile,Electronics,4,26460.39,105841.56,2,2025,February
TXN0192,ORD100193,2025-06-05,CUST5168,Customer_295,25.0,Male,Hyderabad,Laptop,Electronics,6,9132.85,54797.1,6,2025,June
TXN0193,ORD100194,2025-06-13,CUST6821,Customer_73,24.0,Male,Pune,Book,Education,8,34260.45,274083.6,6,2025,June
